PLATEIFU,RA,DEC,inc,inc_err,PA,PA_err,PA_bar,PA_bar_err,R_bar,R_bar_err,R_bar_deproj_kpc,R_bar_deproj_kpc_err,redshift,nsa_elpetro_absmag_r,nsa_sersic_absmag_r,bar_type
9034-12705,227.53668071,46.1046806603,53.06697813216915,0.3208914995732002,166.0,0.833333333333333,59.63001101223338,34.04163859863066,4.290664164063715,0.5436513948730071,2.281717002857838,0.28910643757638543,0.0191239,-19.947209799928714,-20.055009799928715,Strong bar
8991-6101,178.048750543,51.989659304,56.29045142624784,0.7505483953516112,153.5,1.0833333333333333,4.07338627536285,177.27560055263996,2.819069884066603,0.8981360572804699,1.8107996667161355,0.5769081789640356,0.0233537,-20.378109799928716,-20.382209799928717,Weak bar
8992-6101,172.104499923,51.0283528932,57.52887921542925,4.4312581501373245,152.0,0.8000000000000002,5.615229721255446,541.2138550870282,4.18507837173971,0.5853662026598913,3.1438843562576197,0.43973457215314926,0.0337028,-21.250409799928715,-21.622009799928716,Strong bar
8989-3703,177.440360191,50.5270164143,48.36833693409203,0.6763781424610116,37.69999999999999,1.216666666666664,59.17558510210603,16.6907047634877,8.457852433942785,0.0460394918512268,4.935773773631539,0.02686740141252095,0.026442,-21.155209799928716,-21.354409799928714,Strong bar
8989-9102,177.524356507,50.4674415773,46.11679650363955,4.200051245275208,48.900000000000006,0.7166666666666686,80.51732971877954,96.43570033005092,2.9673831815045464,0.004118556663611925,1.8000628644125416,0.002498383407763236,0.0235284,-20.485209799928715,-20.560009799928714,Weak bar
8482-12705,244.216716794,50.2821959759,61.95562607997999,0.1368444848873125,117.5,0.5166666666666657,87.96044093715255,70.51514447942202,4.2005585923640405,0.5667435818003275,4.176579961994392,0.5635083609211176,0.0416814,-22.029209799928715,-22.357809799928717,Weak bar
9033-12705,224.018183078,45.4052658652,28.895327224220413,2.32660934446767,75.39999999999998,0.8499999999999991,100.33205551197568,66.23555387158531,6.602848173142984,0.2849433542284969,4.984270210563789,0.2150942494719192,0.0361875,-22.471009799928716,-22.973609799928717,Strong bar
8597-12702,224.289078875,48.6339685087,69.2264728094868,0.1237338121370328,92.30000000000001,0.4166666666666667,131.12256168113788,78.20597132172387,4.73159135504968,0.054150608334761575,4.397816563678632,0.05033072900806081,0.0353781,-21.910809799928714,-22.130209799928714,Weak bar
11835-3704,221.05713437,2.13461925637,32.13354121752248,1.2738186510811855,101.19999999999999,1.9666666666666686,119.72874576486493,189.56941043238754,4.550633581070078,0.4472427655330895,2.6167280893789826,0.25717577266829195,0.027351396,-20.165153799928717,-20.155756799928714,Weak bar
12506-12701,218.290476601,3.94665082757,63.96460920705294,0.3858373055849142,130.5,0.16666666666666666,1.8180447565582938,241.01570906757394,2.144536582581983,0.06255178772660995,1.783222018109045,0.052012973829468255,0.030030238,-21.778354799928714,-21.864643799928714,Weak bar
12506-6102,218.579238947,3.66438653036,60.18009098410572,0.1431007363672911,19.19999999999999,0.7333333333333343,36.56456329495231,0.7059578951754458,11.075189416664355,0.05937494710996205,7.86093386420516,0.04214307447598177,0.033575296,-21.823906799928714,-22.187866799928717,Strong bar
7959-12704,256.864380186,31.2477124477,41.270145638198365,1.35523820982036,75.1,0.8500000000000014,110.66359967875621,38.91731925233734,7.021519185341397,0.9298406478164352,5.159431537484675,0.6832494559289646,0.0311455,-21.909509799928717,-22.207209799928716,Strong bar
8481-6102,239.554209025,54.6155620453,34.009889879553064,1.5283927496632863,119.9,1.3000000000000007,94.03021321801123,66.67320778659466,5.976255519735394,0.016050719830325,6.133928163879964,0.016474188911878438,0.0468873,-20.722409799928716,-20.837609799928714,Strong bar
8947-9101,168.73450562,50.334872965,42.67269519152882,0.7667776066444745,24.19999999999999,1.599999999999999,159.58002239675437,432.7554026183265,3.018684459207463,0.3756309934826185,3.1206952565071107,0.3883247405944584,0.047134,-22.225809799928715,-22.483409799928715,Strong bar
11834-12705,223.396117312,0.010389253857,56.11511503100458,0.4286756424763105,86.80000000000001,0.5166666666666657,68.02199100292626,10.155802397142605,6.476560059298396,0.6080712206396149,5.876976333420956,0.5517775084325458,0.0423918,-22.239042799928715,-22.668090799928716,Strong bar
11834-6103,223.78977319,0.781623932016,40.00477177971485,5.572927650071691,2.6000000000000227,1.5499999999999987,25.787707758946738,89.3905366414517,2.4529705812941893,0.06287179344142778,2.2672470694490463,0.05811153648482633,0.042962093,-20.182245799928715,-20.176321799928715,Strong bar
7961-12703,260.967765843,30.5558579597,67.60594556346705,0.6598084198343699,105.30000000000001,0.9500000000000005,122.9782493899387,5.048197653378251,4.999438310805202,1.1868924629914543,3.230589672264296,0.7669586650847121,0.0282627,-20.753509799928715,-20.800209799928716,Weak bar
7959-12703,256.765166396,31.4236932668,63.924878589876165,0.1405559577900064,1.1000000000000227,0.6666666666666653,118.41197107220864,138.61121943546772,8.39470001606808,0.6487143325229674,6.262241592190389,0.4839250797288296,0.0311406,-21.714209799928714,-21.957009799928716,Strong bar
